"","Lot Frontage","Lot Area","Year Built","Year Remod/Add","Mas Vnr Area","BsmtFin SF 1","BsmtFin SF 2","Bsmt Unf SF","Total Bsmt SF","1st Flr SF","2nd Flr SF","Low Qual Fin SF","Gr Liv Area","Bsmt Full Bath","Bsmt Half Bath","Full Bath","Half Bath","Bedroom AbvGr","Kitchen AbvGr","TotRms AbvGrd","Fireplaces","Garage Yr Blt","Garage Cars","Garage Area","Wood Deck SF","Open Porch SF","Enclosed Porch","3Ssn Porch","Screen Porch","Pool Area","Misc Val","Mo Sold","Yr Sold","Longitude","Latitude","MS SubClass","MS Zoning","Street","Lot Shape","Land Contour","Utilities","Lot Config","Land Slope","Neighborhood","Condition 1","Condition 2","Bldg Type","House Style","Overall Qual","Overall Cond","Roof Style","Roof Matl","Exterior 1st","Exterior 2nd","Mas Vnr Type","Exter Qual","Exter Cond","Foundation","Bsmt Qual","Bsmt Cond","Bsmt Exposure","BsmtFin Type 1","BsmtFin Type 2","Heating","Heating QC","Central Air","Electrical","Kitchen Qual","Functional","Fireplace Qu","Garage Type","Garage Finish","Garage Qual","Garage Cond","Paved Drive","Sale Type","Sale Condition","SalePrice"
"748",65,8125,2006,2007,100,812,0,280,1092,1112,438,0,1550,1,0,2,0,2,1,7,0,2007,2,438,0,168,0,0,0,0,0,10,2009,-93.642474,42.05142,"060","FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","CemntBd","CmentBd","Stone","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","241000"
"749",65,8125,2006,2006,0,0,0,770,770,778,798,0,1576,0,0,2,1,3,1,6,0,2006,2,614,0,50,0,0,0,0,0,8,2006,-93.64357,42.051382,"060","FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","Gd","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","New","Partial","197000"
"751",65,8125,2008,2009,288,0,0,1836,1836,1836,0,0,1836,0,0,2,0,3,1,8,1,2009,2,517,0,175,0,0,0,0,0,10,2009,-93.643752,42.051378,"020","FV","Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story","8","5","Hip","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","New","Partial","264500"
"752",84,10440,2007,2007,0,0,0,1574,1574,1584,0,0,1584,0,0,2,0,2,1,6,1,2007,2,594,0,256,0,0,0,0,0,5,2007,-93.643792,42.051377,"020","FV","Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story","8","5","Gable","CompShg","CemntBd","CmentBd","None","Ex","TA","PConc","Gd","TA","Mn","Unf","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","New","Partial","261329"
"753",100,11824,2006,2006,298,0,0,1685,1685,1685,0,0,1685,0,0,2,0,2,1,5,1,2006,3,658,112,63,0,0,0,0,0,4,2007,-93.642046,42.052267,"020","FV","Pave","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story","8","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","WD ","Normal","253000"
"754",85,10625,2007,2007,292,0,0,1660,1660,1660,0,0,1660,0,0,2,0,3,1,7,1,2007,3,660,133,120,0,0,0,0,0,6,2008,-93.641651,42.052173,"020","FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","8","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","WD ","Normal","256000"
"755",85,10625,2004,2004,353,0,0,1158,1158,1158,1285,0,2443,0,0,2,1,4,1,9,1,2004,3,744,193,127,0,0,0,0,0,6,2007,-93.641233,42.052146,"060","FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Min2","Gd","BuiltIn","RFn","TA","TA","Y","WD ","Normal","265000"
"756",85,10625,2006,2007,0,1430,0,222,1652,1662,0,0,1662,1,0,2,0,3,1,8,1,2006,3,711,168,120,0,0,0,0,0,3,2009,-93.640847,42.052122,"020","FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","RFn","TA","TA","Y","WD ","Normal","291000"
"757",102,11143,2004,2005,0,0,0,1580,1580,1580,886,0,2466,0,0,3,0,4,1,8,1,2004,2,610,159,214,0,0,0,0,0,12,2007,-93.639574,42.051054,"060","FV","Pave","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story","8","5","Gable","CompShg","CemntBd","CmentBd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","WD ","Normal","340000"
"758",75,9375,2003,2004,0,0,0,912,912,912,1182,0,2094,0,0,2,1,4,1,8,1,2003,2,615,182,182,0,0,0,0,0,11,2009,-93.641746,42.051414,"060","FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","BuiltIn","Fin","TA","TA","Y","WD ","Normal","263000"
"759",62,7500,2004,2005,0,410,0,811,1221,1221,0,0,1221,1,0,2,0,2,1,6,0,2004,2,400,0,113,0,0,0,0,0,10,2009,-93.643131,42.051247,"020","FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","185000"
"760",60,7200,2006,2006,68,905,0,357,1262,1262,0,0,1262,0,0,2,0,2,1,5,0,2006,2,572,0,120,0,0,0,0,0,5,2006,-93.643173,42.051245,"020","FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","6","5","Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","None","Attchd","Fin","TA","TA","Y","New","Partial","185000"
"761",62,7500,2005,2005,0,0,0,1257,1257,1266,0,0,1266,0,0,2,0,3,1,6,1,2005,2,453,38,144,0,0,0,0,0,4,2006,-93.643859,42.051225,"020","FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Unf","TA","TA","Y","WD ","Normal","176000"
"762",60,7200,2006,2006,0,0,0,1293,1293,1301,0,0,1301,1,0,2,0,2,1,5,1,2006,2,572,216,121,0,0,0,0,0,8,2006,-93.643977,42.051224,"020","FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","Gd","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","New","Partial","187750"
"763",62,7500,2007,2008,210,902,0,316,1218,1218,0,0,1218,1,0,2,0,2,1,6,0,2008,2,462,168,168,0,0,0,0,0,4,2008,-93.644018,42.051224,"020","FV","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","CemntBd","CmentBd","Stone","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","Fin","TA","TA","Y","New","Partial","230348"
"764",68,8736,2003,2004,0,771,360,422,1553,1553,0,0,1553,1,0,2,0,3,1,6,0,2003,2,588,192,88,0,0,0,0,0,8,2009,-93.641501,42.051251,"020","FV","Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","Wd Shng","None","Gd","TA","PConc","Gd","TA","No","GLQ","ALQ","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","234500"
"765",65,8127,2003,2003,0,410,0,402,812,812,841,0,1653,1,0,2,1,3,1,6,0,2003,2,628,0,45,0,0,0,0,0,3,2009,-93.639832,42.050895,"060","FV","Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","209000"
"766",64,8791,2003,2003,0,503,0,361,864,864,864,0,1728,0,0,2,1,3,1,7,0,2003,2,673,216,56,0,0,0,0,0,5,2008,-93.639662,42.050899,"060","FV","Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Rec","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","207500"
"767",80,9605,2007,2007,0,0,0,1218,1218,1218,0,0,1218,0,0,1,1,3,1,6,0,2007,2,576,0,178,0,0,0,0,0,4,2009,-93.69153,42.037557,"020","RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1Story","7","6","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Detchd","RFn","TA","TA","Y","WD ","Normal","159000"
"768",63,7500,2006,2007,0,0,0,1100,1100,1100,0,0,1100,0,0,1,1,3,1,6,0,1979,0,0,0,136,0,0,0,0,0,6,2007,-93.69179,42.037586,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","New","Partial","146000"
"769",63,7500,2006,2006,0,54,0,1087,1141,1141,0,0,1141,1,0,1,1,3,1,6,0,2006,2,484,182,0,0,0,0,0,0,6,2009,-93.692017,42.037611,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","Gd","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Detchd","RFn","TA","TA","Y","WD ","Normal","152000"
"770",63,7500,2006,2006,0,0,0,1143,1143,1143,0,0,1143,0,0,1,1,3,1,5,0,1979,0,0,0,55,0,0,0,0,0,10,2007,-93.692245,42.037636,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","Gd","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","None","None","None","None","Y","WD ","Normal","147000"
"771",63,7500,2004,2004,0,0,0,1158,1158,1158,0,0,1158,0,0,1,1,3,1,5,0,1979,0,0,0,50,0,0,0,0,0,8,2009,-93.692472,42.037661,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","None","None","None","None","Y","WD ","Normal","143500"
"772",63,7500,2004,2005,120,680,0,400,1080,1080,0,0,1080,1,0,1,0,3,1,6,0,1979,0,0,0,0,0,0,0,0,0,4,2008,-93.692497,42.037836,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","TA","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","None","None","None","None","Y","WD ","Normal","141000"
"773",74,7733,2005,2005,0,24,0,1118,1142,1142,0,0,1142,0,0,1,1,3,1,5,0,1979,0,0,4,50,0,0,0,0,0,1,2006,-93.692575,42.037843,"020","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","TA","TA","Mn","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","None","None","None","None","Y","WD ","Normal","139500"
"774",91,11024,2005,2006,118,0,0,1400,1400,1400,0,0,1400,0,0,2,0,3,1,6,0,2005,2,612,144,55,0,0,0,0,0,10,2006,-93.691403,42.036149,"020","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","New","Partial","186800"
"775",76,10142,2004,2004,0,656,0,300,956,956,1128,0,2084,1,0,2,1,4,1,8,0,2004,2,618,0,45,0,0,0,0,0,1,2010,-93.692309,42.036255,"060","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","BuiltIn","RFn","TA","TA","Y","WD ","Normal","233000"
"776",96,10628,2004,2004,0,0,0,835,835,871,941,0,1812,0,0,2,1,3,1,8,0,2004,2,478,146,91,0,0,0,0,0,1,2009,-93.69143,42.036001,"060","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Gd","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","BuiltIn","RFn","TA","TA","Y","WD ","Normal","193000"
"777",76,10141,2004,2004,264,516,774,222,1512,1512,0,0,1512,0,0,2,0,3,1,6,0,2004,3,845,210,36,0,0,0,0,0,1,2009,-93.691506,42.036011,"020","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","8","5","Gable","Tar&Grv","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Gd","BLQ","Rec","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","203000"
"778",70,11920,2004,2004,122,0,0,831,831,831,828,0,1659,0,0,2,1,3,1,8,0,2004,2,484,144,68,0,0,0,0,0,4,2010,-93.692412,42.036113,"060","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","181000"
"780",68,10110,2003,2003,0,80,555,200,835,835,861,0,1696,1,0,2,1,3,1,7,0,2003,2,542,143,66,0,0,0,0,0,7,2008,-93.692431,42.035271,"060","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Mn","GLQ","ALQ","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","188000"
"781",67,12774,2003,2004,95,0,0,835,835,835,828,0,1663,0,0,2,1,3,1,8,0,2003,2,478,168,68,0,0,0,0,0,7,2008,-93.691695,42.035132,"060","RL","Pave","Reg","Lvl","AllPub","FR2","Gtl","SawyerW","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","192500"
"782",63,13072,2004,2005,0,0,0,1114,1114,1114,0,0,1114,0,0,1,1,3,1,6,0,2005,2,576,248,102,0,0,0,0,0,5,2009,-93.691868,42.037923,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","159000"
"783",63,13072,2005,2006,126,80,0,1095,1175,1175,0,0,1175,1,0,1,0,3,1,6,0,1979,0,0,0,90,0,0,0,0,0,6,2008,-93.691836,42.037918,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story","6","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","TA","TA","PConc","Gd","Gd","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","None","None","None","None","Y","WD ","Normal","146000"
"784",63,13072,2005,2006,0,0,0,1131,1131,1131,0,0,1131,0,0,1,1,3,1,6,0,1979,0,0,0,39,0,0,0,0,0,3,2006,-93.691787,42.037915,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","None","None","None","None","Y","New","Partial","132000"
"785",63,13072,2005,2005,0,0,0,1141,1141,1141,0,0,1141,0,0,1,1,3,1,6,0,2005,2,484,0,0,0,0,0,0,0,3,2006,-93.691754,42.037911,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Abnorml","142500"
"786",63,13072,2004,2004,0,0,0,1114,1114,1114,0,0,1114,0,0,1,1,3,1,6,0,1979,0,0,0,39,0,0,0,0,0,8,2009,-93.691068,42.038127,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story","5","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","None","None","None","None","Y","WD ","Normal","142000"
"787",63,13072,2004,2004,0,941,0,217,1158,1158,0,0,1158,1,0,1,1,3,1,5,0,2006,2,576,0,50,0,0,0,0,0,5,2006,-93.690959,42.037827,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Detchd","Unf","TA","TA","Y","New","Partial","158000"
"788",66,13695,2004,2004,0,646,0,468,1114,1114,0,0,1114,1,0,1,1,3,1,6,0,2004,2,576,0,102,0,0,0,0,0,6,2008,-93.690761,42.037806,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story","5","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","TA","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","159000"
"789",66,13695,2003,2004,0,814,0,300,1114,1114,0,0,1114,1,0,1,0,3,1,6,0,2004,2,576,0,78,0,0,0,0,0,7,2008,-93.690364,42.03805,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","155000"
"790",60,12450,2003,2004,0,836,0,278,1114,1114,0,0,1114,1,0,2,0,3,1,6,0,2004,2,576,0,42,0,0,0,0,0,6,2009,-93.690159,42.037756,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story","5","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","153000"
"791",60,12450,2003,2004,126,729,0,365,1094,1094,0,0,1094,1,0,1,0,3,1,6,0,2004,2,576,0,0,0,0,0,0,0,5,2007,-93.68912,42.037643,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story","5","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Detchd","Unf","TA","TA","Y","WD ","Normal","149000"
"792",65,8366,2004,2004,0,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2004,2,520,138,45,0,0,0,0,0,12,2008,-93.691246,42.036525,"060","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","173000"
"793",65,7800,2005,2005,172,0,0,891,891,891,795,0,1686,0,0,2,1,3,1,8,0,2005,2,462,144,101,0,0,0,0,0,4,2006,-93.691246,42.036605,"060","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","184000"
"794",74,7632,2005,2005,96,0,0,784,784,831,754,0,1585,0,0,2,1,3,1,7,0,2005,2,449,100,77,0,0,0,0,0,3,2006,-93.691247,42.03718,"060","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","184900"
"795",65,7441,2006,2006,170,0,0,1461,1461,1486,0,0,1486,0,0,2,0,3,1,7,0,2006,2,566,0,32,0,0,0,0,0,6,2007,-93.691244,42.03722,"020","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","181000"
"796",81,9260,2007,2007,0,0,0,1162,1162,1162,0,0,1162,0,0,2,0,3,1,6,0,2007,2,483,0,32,0,0,0,0,0,3,2008,-93.69124,42.037258,"020","RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Mn","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","170000"
"797",61,7328,2008,2009,140,0,0,1450,1450,1450,0,0,1450,0,0,2,0,2,1,6,0,2008,3,788,0,93,0,0,0,0,0,2,2009,-93.690402,42.037434,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","New","Partial","224243"
"798",70,8304,1997,1998,0,0,0,941,941,941,896,0,1837,0,0,2,1,3,1,7,0,1997,2,688,150,165,0,0,0,0,0,7,2006,-93.689021,42.036849,"060","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","187000"
"799",43,11492,1996,1997,132,637,0,276,913,913,1209,0,2122,1,0,2,1,4,1,8,1,1997,2,559,0,74,0,0,0,0,0,4,2009,-93.689136,42.036852,"060","RL","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","WD ","Normal","220000"
"800",68,8880,1994,2002,0,695,0,253,948,1222,888,0,2110,1,0,2,1,3,1,8,2,1994,2,463,0,130,0,0,0,0,0,5,2010,-93.68981,42.036026,"060","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Fa","Attchd","RFn","TA","TA","Y","WD ","Normal","205000"
"801",70,8462,1994,1994,105,814,0,114,928,936,785,0,1721,0,1,2,1,3,1,7,0,1994,2,471,300,87,0,0,0,0,0,7,2007,-93.689026,42.036028,"060","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","HdBoard","HdBoard","BrkFace","Gd","Gd","PConc","Gd","Gd","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","201000"
